INTEREST INCREASE PROFESSOR PERSONAL.WORK READING MATERIALMASTER
2,57	2,43	2,48	2,77	1,92	1
4,43	4,56	4,44	4,77	4,46	0
2,38	2,56	2,13	3,13	2,07	0
3,41	2,28	2,22	2,50	2,06	0
2,33	2,67	3,00	3,67	2,67	0
3,15	3,69	3,17	3,83	4,54	0
2,66	3,59	3,29	3,77	2,59	0
4,09	4,00	3,70	4,24	4,04	0
2,38	3,23	2,59	3,20	2,02	0
2,24	2,00	1,76	2,71	2,10	1
3,31	3,72	3,62	3,85	3,49	0
2,75	3,61	4,10	4,02	2,89	0
2,26	2,30	1,84	2,51	2,94	0
2,29	2,64	1,96	2,96	2,77	0
2,74	2,13	2,05	2,77	2,75	0
3,33	3,90	3,48	4,00	2,69	0
3,53	3,22	3,42	3,24	3,00	1
3,77	3,87	3,59	3,82	3,00	0
2,62	2,15	2,23	3,33	2,58	0
2,33	2,35	2,68	2,60	1,62	0
3,77	4,08	4,15	4,62	3,69	1
3,09	2,73	2,55	2,90	2,82	0
3,58	3,04	3,57	3,45	2,38	0
3,44	2,34	2,08	2,97	2,85	1
3,72	4,08	3,63	3,87	3,23	0
1,95	2,26	2,54	2,71	2,29	0
3,16	3,61	3,84	3,67	2,19	1
2,92	3,00	3,04	3,50	3,52	1
3,37	3,30	3,74	4,06	3,39	0
2,72	3,30	2,03	3,07	2,75	0
2,80	3,20	3,54	3,12	2,42	0
2,49	3,43	3,64	3,46	2,08	0
3,85	4,05	3,60	3,80	3,22	0
3,88	4,05	3,67	4,17	3,43	0
4,14	3,90	3,93	4,05	4,07	1
3,05	2,32	2,78	2,87	2,74	1
3,56	2,65	2,18	2,96	3,53	0
3,80	4,14	4,02	4,12	4,45	0
4,08	4,50	4,50	3,83	4,00	0
1,54	1,30	1,48	1,51	1,37	0
3,03	2,44	2,72	3,71	3,17	1
4,09	3,50	3,59	4,14	3,53	0
3,42	3,10	3,59	3,22	3,53	0
3,11	3,38	3,17	3,47	2,79	0
3,13	2,97	3,21	3,19	2,50	0
3,23	3,67	3,47	3,88	2,72	0
5,00	5,00	5,00	5,00	5,00	0
3,20	3,71	3,81	3,67	3,03	0
3,69	3,90	3,69	4,17	2,82	0
2,53	2,30	3,05	2,92	2,60	1
3,50	3,75	4,25	4,00	3,75	0
2,70	3,00	3,03	3,89	3,36	0
1,77	2,38	2,77	2,50	2,92	0
3,04	4,16	4,06	4,00	3,13	0
3,64	3,50	3,13	3,69	3,84	1
3,20	3,02	2,91	3,49	2,52	0
3,76	4,12	3,75	3,83	3,31	0
2,62	2,64	2,80	2,58	1,73	0
4,05	2,93	3,18	3,87	3,57	0
3,25	3,00	2,75	3,00	3,25	0
2,24	2,59	3,09	2,50	3,17	0
3,27	2,94	3,11	2,77	3,39	0
2,64	2,80	3,40	3,27	3,18	0
3,51	3,08	3,03	3,19	2,92	0
4,50	3,75	4,63	3,67	4,50	1
2,97	2,47	2,44	2,94	2,88	1
2,75	3,00	3,50	3,75	4,50	0
3,97	4,23	3,97	4,35	4,48	0
3,41	4,14	4,13	4,11	3,50	0
2,87	2,34	2,60	3,18	3,50	0
2,45	2,55	2,35	3,13	3,23	1
2,33	2,40	2,73	3,32	3,84	1
3,38	3,79	3,54	3,59	3,97	0
3,00	2,00	4,00	4,00	2,50	1
3,18	3,82	4,14	3,79	2,18	0
3,46	3,62	3,08	3,62	2,54	1
2,53	1,63	1,44	1,90	1,89	0
2,18	3,03	3,18	3,26	2,70	1
3,15	3,74	3,77	4,07	3,35	0
3,95	3,52	3,77	4,65	4,35	0
3,02	3,09	3,03	3,54	3,23	1
2,83	2,68	3,14	3,08	3,08	0
2,78	3,01	2,88	2,85	3,75	0
4,46	4,50	4,55	4,82	4,82	0
2,71	2,43	2,77	2,45	2,83	1
4,00	4,38	4,00	4,50	3,25	1
4,38	4,26	4,18	4,69	4,81	0
2,50	4,00	3,75	4,50	3,50	0
2,30	2,24	2,11	2,79	1,55	0
2,74	2,15	2,08	2,68	2,54	0
3,33	3,33	3,00	2,33	3,33	0
3,11	3,00	2,82	3,50	4,75	0
3,66	4,32	4,38	4,43	3,27	1
3,37	3,06	3,32	4,09	2,57	0
3,64	3,76	3,89	4,08	3,38	1
3,63	3,68	3,47	3,82	3,44	0
3,51	3,59	3,60	3,53	2,71	1
2,86	3,44	3,60	3,97	2,86	0
2,00	1,69	1,45	2,11	1,89	1
3,65	4,19	4,21	4,80	3,67	0
3,27	4,19	4,10	3,60	3,90	1
2,75	3,00	3,38	3,42	2,67	0
3,46	3,87	4,11	3,63	2,25	0
3,00	2,90	2,90	3,00	2,80	1
2,78	2,67	2,33	3,34	2,55	1
4,00	5,00	4,00	5,00	4,00	0
3,60	3,30	3,62	3,48	3,57	1
4,27	3,92	3,91	4,33	3,59	1
2,25	2,13	2,57	2,43	2,00	0
3,27	3,45	3,55	4,60	4,00	0
3,29	3,88	4,06	3,59	4,29	0
3,00	3,50	3,56	3,67	3,11	1
3,62	2,62	2,27	4,08	3,64	1
3,33	3,72	3,60	3,53	3,67	1
2,10	1,74	1,52	2,19	2,81	0
3,92	3,24	3,79	2,86	2,67	0
2,55	3,69	3,92	3,71	2,64	0
3,33	3,04	3,22	3,49	3,39	1
3,64	3,02	4,00	3,35	3,60	0
2,58	1,93	1,90	2,23	2,71	1
3,92	3,24	3,79	2,86	2,67	1
3,27	2,19	2,26	3,46	2,50	0
2,67	1,89	1,75	2,67	2,22	1
2,54	2,70	3,11	3,25	3,19	0
2,64	2,90	2,90	3,33	2,58	0
2,63	2,25	2,18	3,02	2,71	0
2,75	2,72	3,57	3,15	3,24	0
3,09	2,61	2,16	3,45	2,81	0
3,85	4,15	3,85	4,08	4,54	0
2,74	2,67	2,53	2,77	1,85	1
3,45	3,68	3,72	4,17	3,57	0
1,88	1,49	1,60	2,11	2,71	0
2,90	2,86	3,14	2,78	2,67	0
2,83	2,68	3,21	3,29	2,91	0
4,10	3,91	3,63	3,91	3,52	0
3,59	3,00	2,68	3,52	3,14	0
2,90	3,64	3,82	4,20	2,92	0
2,80	2,60	3,00	3,40	2,00	0
2,71	2,82	2,70	2,85	2,06	0
2,62	3,55	2,75	3,67	2,55	0
3,19	3,41	3,56	3,64	3,41	0
3,19	2,73	3,20	3,07	3,72	1
3,86	3,46	3,44	3,75	3,20	1
3,00	2,90	3,17	3,17	3,25	0
2,55	2,23	2,20	2,82	2,60	0
2,22	1,75	1,67	2,11	2,38	1
2,66	4,32	4,04	4,03	3,19	0
3,09	4,58	4,13	4,30	3,75	0
3,61	3,63	3,76	4,45	3,61	0
3,35	3,17	3,72	3,79	2,63	0
3,86	3,71	4,00	3,67	4,00	0
2,47	2,75	2,87	3,87	3,31	0
2,22	2,85	1,00	2,58	3,63	0
2,87	2,10	2,30	3,10	3,30	0
2,56	2,63	3,00	3,88	1,88	0
3,49	4,09	4,22	4,04	3,42	0
3,70	3,65	3,63	3,95	3,94	0
3,48	2,78	2,96	3,02	4,06	1
3,55	3,32	2,95	3,50	2,44	1
3,12	2,77	2,73	2,24	2,00	0
2,68	2,90	2,45	3,86	4,45	1
1,98	1,94	1,67	2,72	2,49	0
1,45	1,30	1,33	1,40	3,17	0
2,95	2,76	2,70	3,16	2,43	1
2,90	3,16	3,15	3,78	4,05	0
2,43	3,00	3,14	3,29	3,86	0
2,76	2,55	2,24	2,95	3,52	0
3,91	4,28	3,78	4,08	4,02	0
1,96	1,73	1,50	2,67	2,55	0
3,55	3,67	3,95	3,48	3,00	1
2,83	3,37	3,96	3,43	4,01	0
3,51	3,74	3,22	3,90	4,17	1
4,30	4,60	4,70	4,40	4,50	0
2,37	1,84	2,13	1,49	2,25	0
4,22	3,58	3,24	4,09	3,41	0
3,13	2,48	2,13	2,73	2,94	1
2,56	1,80	1,87	2,55	4,07	0
2,82	2,53	2,90	2,79	2,33	0
1,84	1,25	1,44	1,98	2,18	0
3,61	3,04	3,61	3,93	3,80	0
4,00	3,14	3,14	3,71	2,29	1
3,50	4,05	4,17	3,80	2,90	0
3,67	3,33	4,00	4,00	3,67	0
3,37	3,63	3,44	3,44	2,59	0
3,74	3,41	3,30	4,21	3,20	1
4,06	3,86	3,40	4,17	3,33	1
2,38	3,45	2,63	2,48	3,83	1
2,59	3,62	3,71	3,41	2,40	0
2,27	2,82	3,89	3,68	3,29	0
2,11	2,09	2,17	3,24	3,32	0
2,94	2,94	2,73	3,81	3,88	1
3,60	2,78	2,50	3,38	3,68	1
4,02	3,77	3,76	3,77	4,11	1
3,13	2,48	2,13	2,73	2,94	1
3,85	4,17	4,15	4,19	3,26	0
3,39	3,30	3,29	2,76	3,64	1
3,64	4,09	4,04	4,29	4,23	0
3,71	3,32	3,66	3,79	4,05	0
3,00	4,08	4,00	4,36	3,71	0
3,65	4,14	3,74	4,30	3,17	0
3,64	3,41	3,18	3,96	2,50	0
3,14	2,70	2,30	3,92	3,15	1
3,47	4,05	4,20	3,85	4,29	0
3,92	3,42	3,08	3,92	4,00	1
3,84	4,32	4,58	4,42	2,95	0
3,81	3,81	3,44	3,95	4,94	0
4,19	3,99	3,95	4,19	3,55	1
3,51	3,74	3,22	3,90	4,17	0
3,28	3,61	3,50	3,29	4,29	0
1,84	1,25	1,44	1,98	2,18	0
2,37	1,84	2,13	1,49	2,25	0
3,50	4,05	4,17	3,80	2,90	0
3,55	3,67	3,95	3,48	3,00	0
4,05	3,98	3,49	3,98	3,36	1
4,30	4,60	4,70	4,40	4,50	0
2,98	2,36	1,88	3,43	2,88	1
3,37	2,71	2,35	3,00	2,17	1
2,73	3,65	3,61	3,70	2,35	0
3,27	3,18	3,00	3,75	2,68	1
3,18	3,38	3,27	3,72	2,78	0
3,64	4,12	4,18	4,59	4,59	0
3,24	3,82	3,87	3,84	2,67	0
2,43	3,00	3,14	3,29	3,86	0
3,21	3,50	3,29	4,54	4,21	0
3,04	2,83	2,76	4,02	3,48	0
2,98	2,72	3,08	3,65	3,39	0
2,55	3,03	2,28	3,66	3,54	1
3,87	4,26	4,09	4,35	4,47	1
3,38	3,22	3,27	3,76	3,42	1
3,02	2,81	2,60	3,56	3,85	0
2,50	2,35	2,74	3,45	3,68	0
4,03	4,32	3,64	4,47	4,30	0
3,49	3,78	3,96	3,52	2,06	0
3,94	4,04	3,75	4,22	2,76	0
2,50	2,25	2,31	2,47	2,47	0
2,80	2,94	2,37	3,61	2,79	0
3,76	4,46	4,54	4,43	3,83	0
3,28	2,64	2,61	3,31	2,17	1
3,38	3,40	3,35	3,63	3,40	0
4,19	4,67	4,57	4,52	3,95	0
3,43	3,51	3,38	3,48	4,03	0
3,53	3,73	3,31	4,18	3,85	1
3,50	3,62	3,24	3,59	3,25	1
3,55	4,27	4,35	4,43	4,09	0
3,67	4,44	4,73	4,42	3,69	0
2,90	2,90	2,86	3,10	3,57	0
2,87	3,04	2,83	2,91	3,57	0
2,80	2,98	2,45	3,00	3,00	0
3,63	3,50	3,32	3,54	4,29	1
2,11	1,39	1,39	1,86	2,04	1
3,48	3,43	3,26	3,96	3,00	0
3,27	3,42	3,42	3,75	2,97	0
2,56	1,80	1,87	2,55	4,07	0
3,67	4,56	4,41	4,43	3,85	0
3,40	3,70	4,00	4,00	3,60	0
4,22	3,58	3,24	4,09	3,41	0
1,45	1,30	1,33	1,40	3,17	0
1,96	1,73	1,50	2,67	2,55	0
2,95	2,76	2,70	3,16	2,43	0
3,91	4,28	3,78	4,08	4,02	0
2,76	2,55	2,24	2,95	3,52	0
2,83	3,37	3,96	3,43	4,01	0
3,28	3,61	3,50	3,29	4,29	1
4,30	4,80	4,20	4,90	3,90	0
2,40	2,20	2,10	2,25	2,11	1
4,44	4,27	4,17	4,73	4,69	0
3,40	2,80	2,60	3,22	2,78	1
2,32	2,79	3,60	2,57	2,03	1
2,68	2,90	2,45	3,86	4,45	0
3,50	2,68	3,06	3,78	3,32	0
3,43	4,05	3,94	4,35	2,82	1
2,91	2,61	2,36	2,70	1,83	0
3,50	3,72	3,88	3,95	2,91	0
2,65	3,43	3,57	3,63	2,14	0
2,50	2,56	2,44	3,00	1,78	1
4,01	3,67	3,71	3,74	3,14	0
3,12	3,19	3,48	3,85	2,26	0
4,50	4,20	4,10	4,22	3,00	0
3,34	2,92	2,73	3,12	2,23	0
4,63	4,63	4,56	4,38	2,75	1
3,29	3,48	3,65	3,55	2,39	0
3,20	3,29	3,30	3,67	2,91	0
3,12	2,77	2,73	2,24	2,00	0
3,27	3,84	2,44	3,32	2,71	0
2,90	3,16	3,15	3,78	4,05	0
2,82	2,53	2,90	2,79	2,33	1
3,60	2,78	2,50	3,38	3,68	0
3,61	3,04	3,61	3,93	3,80	1
3,67	3,33	4,00	4,00	3,67	1
3,37	3,63	3,44	3,44	2,59	0
3,74	3,41	3,30	4,21	3,20	0
4,06	3,86	3,40	4,17	3,33	1
2,38	3,45	2,63	2,48	3,83	0
2,59	3,62	3,71	3,41	2,40	0
2,27	2,82	3,89	3,68	3,29	0
2,11	2,09	2,17	3,24	3,32	0
2,98	2,72	3,08	3,65	3,39	1
2,94	2,94	2,73	3,81	3,88	0
1,98	1,94	1,67	2,72	2,49	0
3,86	3,71	4,00	3,67	4,00	0
3,55	3,32	2,95	3,50	2,44	1
3,48	2,78	2,96	3,02	4,06	0
2,87	2,10	2,30	3,10	3,30	1
2,66	4,32	4,04	4,03	3,19	0
3,09	4,58	4,13	4,30	3,75	1
3,35	3,17	3,72	3,79	2,63	1
4,00	3,14	3,14	3,71	2,29	1
3,70	3,65	3,63	3,95	3,94	1
3,49	4,09	4,22	4,04	3,42	1
2,56	2,63	3,00	3,88	1,88	1
2,22	2,85	1,00	2,58	3,63	0
2,47	2,75	2,87	3,87	3,31	0
3,46	3,63	3,57	3,62	3,05	1
3,61	3,63	3,76	4,45	3,61	0
3,10	3,53	3,29	3,93	3,34	0
3,32	3,52	3,90	3,89	3,31	1
3,04	2,64	2,92	3,00	2,53	0
3,38	2,89	3,00	3,00	3,00	0
3,15	3,62	3,60	4,05	3,10	0
4,07	4,13	3,60	3,73	2,86	1
2,93	2,38	1,98	3,09	2,84	0
3,51	4,44	4,73	4,23	3,65	0
3,32	3,74	3,76	3,26	2,41	0
2,93	2,48	2,28	2,99	2,84	1
3,74	3,86	3,76	3,87	2,80	0
3,02	2,89	2,67	3,20	3,41	1
3,90	4,22	3,92	4,20	4,30	0
3,16	3,54	3,42	3,57	3,03	0
2,94	2,68	2,76	2,97	2,32	0
3,44	4,11	4,00	3,67	3,86	0
2,65	2,51	2,98	3,04	3,39	0
1,59	1,37	1,46	1,39	1,37	0
2,33	2,87	3,14	3,35	1,94	0
2,62	2,36	2,21	2,93	3,21	0
3,35	2,45	2,94	2,71	2,74	1
3,39	3,97	3,97	3,73	3,20	0
3,74	3,82	3,72	3,28	2,54	0
2,99	3,83	3,73	4,19	4,38	0
2,21	2,20	2,07	2,79	2,36	0
2,64	2,80	2,44	3,37	2,79	0
3,25	3,48	3,42	3,52	3,44	0
3,10	3,31	3,28	3,02	2,25	0
4,30	4,80	4,20	4,90	3,90	0
2,40	2,20	2,10	2,25	2,11	0
4,44	4,27	4,17	4,73	4,69	0
3,40	2,80	2,60	3,22	2,78	1
2,32	2,79	3,60	2,57	2,03	0
2,50	2,56	2,44	3,00	1,78	0
3,12	3,19	3,48	3,85	2,26	0
3,40	3,70	4,00	4,00	3,60	0
3,20	3,29	3,30	3,67	2,91	0
3,29	3,48	3,65	3,55	2,39	0
4,63	4,63	4,56	4,38	2,75	0
3,48	4,14	3,90	3,86	3,70	0
4,00	4,13	3,95	3,77	3,37	1
2,94	2,58	2,84	3,06	2,48	1
3,82	4,06	4,20	4,33	3,95	1
3,34	2,92	2,73	3,12	2,23	1
4,50	4,20	4,10	4,22	3,00	0
3,50	2,68	3,06	3,78	3,32	1
4,01	3,67	3,71	3,74	3,14	1
3,27	3,84	2,44	3,32	2,71	0
2,65	3,43	3,57	3,63	2,14	0
3,50	3,72	3,88	3,95	2,91	1
2,91	2,61	2,36	2,70	1,83	1
3,43	4,05	3,94	4,35	2,82	0
